age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,final_grade
18,other,private,post graduate,2.0,85.1,yes,<15 min,no,mixed,e
14,other,public,post graduate,7.5,92.1,yes,>60 min,yes,notes,a
14,other,public,high school,4.6,71.0,yes,30-60 min,no,mixed,d
16,other,public,high school,4.5,94.8,yes,<15 min,no,mixed,c
18,male,private,graduate,7.0,73.4,no,15-30 min,no,coaching,c
14,male,private,diploma,5.4,69.7,yes,>60 min,no,coaching,c
18,other,private,phd,6.5,79.0,no,15-30 min,yes,textbook,b
16,male,public,post graduate,6.9,81.6,no,30-60 min,no,coaching,c
19,other,public,phd,2.1,60.6,yes,30-60 min,no,mixed,f
18,other,private,graduate,7.5,79.7,yes,>60 min,yes,group study,c
19,female,private,high school,1.1,56.0,yes,>60 min,yes,coaching,f
17,male,private,post graduate,5.5,61.0,yes,<15 min,yes,online videos,d
15,male,public,phd,7.9,92.2,yes,15-30 min,yes,notes,a
14,other,private,no formal,5.5,68.7,no,30-60 min,no,mixed,d
17,female,private,high school,7.1,59.2,no,>60 min,no,textbook,c
17,male,private,high school,6.3,56.7,yes,30-60 min,yes,notes,c
18,female,public,post graduate,7.1,63.3,no,30-60 min,yes,textbook,c
15,other,private,graduate,2.4,55.1,yes,15-30 min,yes,group study,e
17,other,public,graduate,0.5,62.6,no,>60 min,yes,textbook,f
19,male,public,graduate,5.4,99.0,yes,>60 min,no,textbook,c
16,female,private,post graduate,6.6,82.3,yes,<15 min,yes,mixed,c
17,female,private,post graduate,1.6,99.2,yes,15-30 min,yes,online videos,d
15,female,private,graduate,4.4,70.3,no,30-60 min,yes,group study,d
16,female,private,post graduate,0.7,64.7,yes,>60 min,no,coaching,e
16,male,private,no formal,3.3,81.1,yes,30-60 min,no,group study,d
15,other,private,post graduate,1.2,50.8,yes,<15 min,no,coaching,f
18,other,public,graduate,6.2,99.3,yes,15-30 min,no,group study,c
17,male,public,no formal,3.6,67.8,yes,30-60 min,no,textbook,d
18,male,private,no formal,1.8,79.3,yes,30-60 min,no,mixed,e
19,male,private,diploma,4.4,59.0,yes,30-60 min,no,mixed,d
16,other,public,graduate,1.0,53.2,yes,30-60 min,yes,mixed,f
16,male,private,high school,4.4,95.3,yes,30-60 min,yes,online videos,c
14,other,public,post graduate,1.6,86.5,yes,30-60 min,yes,mixed,d
18,female,private,no formal,1.7,53.6,yes,>60 min,no,coaching,e
14,female,public,post graduate,6.6,96.8,yes,30-60 min,no,online videos,b
15,male,public,graduate,4.6,81.2,yes,15-30 min,no,group study,d
14,other,public,post graduate,6.8,52.3,yes,30-60 min,no,group study,c
14,male,private,post graduate,7.5,70.1,yes,<15 min,no,textbook,b
15,other,private,phd,2.5,67.9,no,>60 min,no,coaching,d
17,female,public,high school,3.3,58.8,yes,30-60 min,no,notes,d
17,male,public,diploma,7.3,65.6,yes,>60 min,yes,online videos,c
14,female,public,graduate,4.8,60.4,yes,30-60 min,yes,textbook,d
17,other,private,post graduate,7.1,71.4,no,30-60 min,no,textbook,c
19,female,private,diploma,0.8,80.4,no,15-30 min,no,coaching,e
17,male,public,graduate,4.5,67.2,yes,15-30 min,yes,group study,d
15,female,public,no formal,2.6,79.6,yes,>60 min,yes,notes,e
17,male,private,no formal,4.2,52.0,yes,<15 min,no,online videos,e
19,other,public,post graduate,5.1,82.3,yes,30-60 min,yes,online videos,d
15,other,public,no formal,6.6,71.1,yes,30-60 min,no,group study,b
18,other,public,post graduate,6.1,91.2,yes,15-30 min,yes,notes,b
16,male,public,post graduate,4.9,68.1,yes,<15 min,yes,mixed,d
18,male,private,phd,1.8,93.9,yes,>60 min,no,textbook,e
17,female,public,diploma,2.0,67.2,yes,<15 min,no,textbook,e
19,male,private,high school,2.0,80.7,yes,15-30 min,no,textbook,e
14,female,public,high school,1.6,63.6,yes,<15 min,yes,textbook,e
14,female,private,phd,2.5,89.1,yes,<15 min,yes,group study,d
19,female,private,high school,1.7,67.8,yes,<15 min,no,mixed,e
18,male,public,graduate,6.3,67.4,yes,>60 min,yes,online videos,c
17,male,private,diploma,6.6,67.6,yes,30-60 min,yes,mixed,c
19,other,private,high school,1.9,64.6,yes,>60 min,no,textbook,e
15,female,private,high school,1.8,92.0,yes,15-30 min,no,coaching,e
18,female,private,diploma,6.3,64.3,yes,15-30 min,yes,coaching,c
14,male,private,no formal,5.6,98.6,yes,15-30 min,yes,group study,c
17,female,private,high school,6.3,59.4,yes,<15 min,yes,textbook,c
19,female,private,no formal,3.1,93.0,yes,30-60 min,no,group study,d
19,female,public,diploma,1.3,91.3,yes,>60 min,no,mixed,e
14,other,public,no formal,4.8,78.4,yes,<15 min,no,group study,c
16,female,public,post graduate,4.0,87.9,yes,30-60 min,yes,mixed,d
15,other,private,phd,4.6,78.2,yes,15-30 min,yes,group study,d
19,male,private,diploma,6.3,72.6,yes,15-30 min,no,textbook,c
18,male,public,no formal,2.3,70.9,yes,15-30 min,no,group study,e
19,other,public,post graduate,4.7,93.3,yes,15-30 min,yes,notes,c
15,male,public,phd,7.7,58.2,yes,<15 min,no,mixed,b
17,female,private,post graduate,1.0,80.9,yes,15-30 min,no,notes,e
19,other,private,phd,1.1,64.7,yes,<15 min,yes,notes,e
15,other,public,graduate,5.7,68.3,yes,<15 min,no,group study,c
14,other,private,diploma,7.3,72.4,yes,15-30 min,yes,notes,b
18,other,private,post graduate,4.0,98.2,yes,30-60 min,no,online videos,c
15,female,private,graduate,6.6,89.9,yes,>60 min,yes,online videos,a
15,male,private,high school,5.7,57.5,yes,15-30 min,no,notes,d
18,male,private,high school,3.0,95.1,yes,<15 min,yes,group study,d
17,other,private,no formal,4.8,80.4,yes,>60 min,yes,group study,c
19,female,public,high school,7.2,78.0,yes,15-30 min,yes,mixed,c
15,male,public,phd,5.4,55.3,yes,15-30 min,yes,mixed,d
19,other,public,phd,0.6,64.2,no,<15 min,yes,textbook,f
19,male,private,phd,1.5,54.2,no,>60 min,no,coaching,f
17,other,private,no formal,1.7,68.9,yes,30-60 min,yes,mixed,e
18,other,public,post graduate,5.8,93.5,no,15-30 min,yes,textbook,b
18,female,public,post graduate,3.0,85.5,yes,30-60 min,yes,notes,d
19,other,private,no formal,4.3,88.1,yes,15-30 min,yes,online videos,d
18,other,private,post graduate,1.3,79.3,yes,30-60 min,no,coaching,e
17,female,public,post graduate,3.0,92.3,yes,>60 min,no,textbook,d
19,male,public,graduate,0.6,84.1,yes,30-60 min,no,coaching,f
17,female,public,high school,4.6,67.5,yes,<15 min,yes,group study,d
19,male,private,diploma,1.1,56.7,yes,<15 min,no,online videos,f
17,female,private,high school,1.9,72.2,yes,<15 min,no,group study,e
19,male,public,graduate,6.1,80.9,yes,30-60 min,yes,textbook,c
14,female,private,no formal,2.1,92.3,yes,<15 min,no,mixed,d
14,other,private,phd,6.2,62.3,yes,>60 min,no,group study,d
18,other,private,high school,7.7,75.0,no,30-60 min,yes,notes,b
14,other,public,graduate,1.8,67.3,no,<15 min,yes,mixed,e
14,other,public,phd,5.7,99.4,yes,>60 min,yes,mixed,b
17,female,private,phd,3.9,88.3,yes,30-60 min,yes,online videos,d
14,other,private,high school,2.8,63.5,yes,>60 min,no,coaching,e
18,female,public,phd,1.8,84.8,yes,<15 min,no,group study,e
15,male,public,high school,4.0,66.2,yes,15-30 min,no,mixed,e
18,male,public,diploma,3.1,96.0,yes,30-60 min,yes,coaching,e
14,female,private,phd,0.9,51.1,no,<15 min,yes,group study,f
17,male,private,phd,2.2,51.2,yes,<15 min,yes,mixed,e
19,female,private,high school,7.9,91.2,yes,30-60 min,no,group study,a
19,other,private,diploma,2.6,91.9,yes,15-30 min,yes,textbook,d
15,male,public,no formal,2.3,74.6,no,<15 min,no,group study,e
14,female,public,graduate,7.3,57.7,yes,<15 min,yes,notes,c
16,other,private,diploma,4.6,77.2,yes,30-60 min,yes,textbook,c
17,male,private,no formal,2.8,94.0,yes,>60 min,yes,mixed,d
17,male,private,no formal,3.5,55.5,no,15-30 min,no,textbook,e
18,other,private,no formal,6.2,76.5,yes,<15 min,yes,mixed,c
17,female,public,no formal,7.7,67.3,yes,>60 min,no,online videos,b
14,other,public,diploma,4.9,65.2,yes,15-30 min,no,textbook,d
19,male,private,diploma,2.5,80.7,yes,15-30 min,no,coaching,e
17,male,public,no formal,6.1,87.6,no,30-60 min,yes,coaching,b
14,male,public,high school,3.7,86.4,yes,>60 min,no,notes,d
14,male,private,graduate,0.8,62.6,no,15-30 min,yes,group study,f
15,male,private,diploma,7.7,76.3,no,<15 min,yes,online videos,b
14,female,public,post graduate,5.0,95.5,yes,<15 min,no,online videos,c
19,female,private,phd,5.4,87.6,yes,30-60 min,yes,notes,c
14,female,private,phd,6.1,87.7,no,>60 min,no,textbook,c
15,other,public,phd,6.1,95.2,yes,<15 min,yes,coaching,c
17,male,public,diploma,7.7,84.6,yes,<15 min,no,textbook,a
18,other,public,post graduate,1.1,79.1,yes,<15 min,no,mixed,e
16,male,private,no formal,6.1,65.8,yes,30-60 min,yes,mixed,c
15,male,private,phd,2.8,89.9,yes,30-60 min,yes,group study,d
17,other,private,diploma,6.7,90.0,yes,>60 min,yes,textbook,a
16,male,public,high school,5.2,98.1,yes,30-60 min,no,mixed,c
19,male,public,no formal,7.2,70.5,yes,15-30 min,yes,textbook,b
14,other,private,graduate,6.2,53.7,yes,<15 min,yes,coaching,c
17,other,private,post graduate,0.8,53.5,yes,15-30 min,no,textbook,f
16,male,public,no formal,7.6,70.5,no,>60 min,yes,mixed,b
14,other,public,no formal,2.1,57.6,yes,30-60 min,yes,coaching,e
16,female,private,diploma,6.5,99.8,yes,15-30 min,yes,notes,b
16,female,private,high school,3.5,73.2,yes,30-60 min,no,coaching,d
17,female,private,post graduate,7.2,70.1,yes,15-30 min,yes,textbook,c
14,female,private,high school,1.5,68.9,yes,<15 min,no,group study,f
14,male,public,no formal,7.4,76.8,yes,15-30 min,no,group study,a
16,male,private,post graduate,6.6,62.9,yes,30-60 min,no,coaching,c
18,female,public,phd,1.7,78.9,yes,>60 min,no,textbook,e
17,male,public,diploma,7.6,57.3,yes,30-60 min,yes,online videos,c
15,other,private,no formal,4.6,50.1,yes,<15 min,yes,group study,e
18,male,public,graduate,1.7,93.9,yes,<15 min,no,textbook,e
14,female,public,graduate,7.0,84.6,yes,30-60 min,yes,online videos,b
14,male,public,post graduate,7.4,91.7,yes,15-30 min,yes,coaching,a
16,female,private,high school,1.7,83.1,yes,30-60 min,no,online videos,e
19,female,public,no formal,3.0,84.6,yes,<15 min,no,mixed,e
16,other,public,diploma,4.1,80.6,yes,<15 min,no,notes,d
18,female,private,graduate,5.9,64.8,yes,15-30 min,yes,notes,d
17,male,private,graduate,0.5,84.2,yes,15-30 min,no,textbook,f
15,female,private,diploma,0.7,80.2,yes,15-30 min,no,coaching,e
15,female,private,phd,1.0,61.0,yes,>60 min,no,textbook,e
15,female,private,graduate,7.7,89.7,yes,30-60 min,no,coaching,a
15,other,private,phd,2.5,67.9,no,>60 min,no,coaching,d
18,other,private,graduate,0.8,92.5,yes,15-30 min,no,online videos,e
14,male,public,high school,4.6,90.3,yes,30-60 min,no,online videos,c
18,other,public,post graduate,6.3,59.2,yes,<15 min,no,coaching,d
17,female,private,diploma,0.6,69.8,yes,15-30 min,yes,group study,f
19,female,public,high school,6.2,63.5,no,>60 min,yes,mixed,c
14,female,public,diploma,0.6,81.0,yes,>60 min,no,online videos,f
19,male,public,graduate,4.6,67.9,yes,<15 min,yes,coaching,d
15,male,private,no formal,2.2,78.5,yes,>60 min,no,coaching,d
18,male,public,post graduate,4.5,98.8,yes,<15 min,no,online videos,c
19,male,private,graduate,4.2,55.8,no,>60 min,no,mixed,d
14,male,public,phd,1.9,63.7,yes,>60 min,no,coaching,f
14,female,public,graduate,7.7,60.4,yes,30-60 min,yes,textbook,b
14,female,private,high school,3.8,71.5,yes,>60 min,no,textbook,e
18,male,public,high school,2.1,97.3,yes,15-30 min,no,mixed,d
14,other,private,graduate,6.3,56.3,yes,15-30 min,yes,notes,d
16,other,public,phd,4.7,63.7,yes,<15 min,no,notes,d
18,other,public,high school,6.1,68.4,yes,<15 min,yes,online videos,c
16,other,private,no formal,0.8,50.6,yes,>60 min,no,coaching,f
14,female,private,graduate,1.4,77.6,no,<15 min,no,notes,f
15,male,public,high school,3.2,51.0,yes,15-30 min,yes,notes,e
14,male,public,diploma,4.5,52.6,yes,15-30 min,no,notes,e
15,female,private,no formal,0.5,98.1,yes,<15 min,no,coaching,e
18,other,public,phd,4.0,91.8,yes,<15 min,no,online videos,d
18,male,public,high school,2.7,67.8,yes,>60 min,yes,coaching,e
19,male,public,graduate,7.6,51.3,yes,15-30 min,yes,textbook,c
18,male,private,phd,5.2,97.5,no,30-60 min,no,coaching,c
14,other,private,no formal,3.9,70.6,yes,30-60 min,yes,coaching,d
15,male,public,post graduate,2.4,69.6,yes,>60 min,yes,online videos,d
15,male,public,diploma,4.4,69.7,yes,>60 min,no,mixed,c
19,female,private,post graduate,6.8,67.2,yes,>60 min,no,notes,c
17,female,public,diploma,6.4,81.5,no,<15 min,yes,textbook,c
19,male,private,no formal,2.5,78.7,yes,<15 min,yes,notes,d
16,male,public,graduate,1.8,58.9,no,<15 min,yes,mixed,e
14,male,public,graduate,1.8,85.0,no,<15 min,no,group study,e
19,other,private,graduate,7.7,98.4,yes,30-60 min,no,mixed,a
19,female,private,phd,1.7,50.1,yes,30-60 min,yes,notes,f
19,female,private,no formal,5.8,81.5,no,15-30 min,yes,mixed,c
17,male,private,high school,3.0,81.1,yes,15-30 min,yes,mixed,d
15,female,public,no formal,1.6,83.2,no,<15 min,yes,mixed,e
15,male,private,graduate,4.1,78.5,yes,<15 min,yes,group study,d
16,female,public,graduate,4.7,81.6,yes,<15 min,no,textbook,c
18,other,public,diploma,7.1,75.4,yes,15-30 min,no,online videos,b
18,male,private,diploma,6.5,66.6,no,>60 min,yes,mixed,c
15,other,public,graduate,5.6,65.7,no,<15 min,yes,textbook,c
16,female,private,high school,2.2,80.4,yes,<15 min,yes,notes,e
15,male,public,high school,4.8,83.8,yes,>60 min,yes,coaching,c
14,female,public,high school,1.4,67.4,yes,30-60 min,yes,group study,f
17,female,public,phd,6.9,74.3,yes,30-60 min,yes,mixed,c
15,male,public,post graduate,5.1,73.2,yes,<15 min,no,group study,c
16,male,private,diploma,4.8,98.3,no,>60 min,yes,online videos,c
14,other,private,phd,7.5,58.8,no,>60 min,yes,online videos,c
15,other,private,high school,7.9,76.5,yes,>60 min,yes,notes,a
18,male,private,post graduate,1.0,64.2,yes,>60 min,no,online videos,f
15,female,public,high school,2.9,63.9,yes,<15 min,yes,textbook,e
14,other,public,phd,0.9,82.7,yes,<15 min,yes,group study,f
16,male,private,post graduate,7.6,75.5,yes,30-60 min,no,group study,a
17,female,private,graduate,4.3,93.0,yes,30-60 min,yes,mixed,c
17,male,public,graduate,3.7,99.2,yes,>60 min,no,group study,c
17,other,private,post graduate,3.5,79.8,yes,30-60 min,no,notes,d
14,male,public,high school,1.0,64.9,yes,>60 min,yes,notes,f
19,male,public,high school,1.5,61.7,yes,30-60 min,no,textbook,f
14,female,public,no formal,3.2,84.3,yes,15-30 min,yes,coaching,d
18,female,private,high school,7.4,75.0,yes,30-60 min,no,notes,b
19,female,public,no formal,1.9,89.1,no,30-60 min,no,mixed,e
15,male,private,no formal,3.5,58.4,yes,15-30 min,yes,textbook,e
14,other,private,diploma,2.3,80.5,yes,>60 min,yes,coaching,e
19,other,public,diploma,4.5,66.8,yes,15-30 min,no,mixed,d
17,other,private,graduate,4.5,62.7,yes,<15 min,no,textbook,d
19,female,public,high school,6.1,78.7,yes,>60 min,yes,textbook,c
16,other,public,graduate,5.5,51.8,no,30-60 min,yes,mixed,d
17,other,public,post graduate,2.0,51.0,yes,15-30 min,yes,notes,e
17,other,public,post graduate,0.7,70.4,yes,<15 min,yes,mixed,f
16,male,private,no formal,0.7,97.1,no,30-60 min,no,online videos,e
19,male,private,no formal,1.8,79.4,yes,15-30 min,yes,notes,e
14,male,private,phd,3.0,68.3,yes,<15 min,no,textbook,d
16,female,private,post graduate,1.6,85.5,yes,15-30 min,no,textbook,e
18,other,private,diploma,6.8,95.3,yes,>60 min,yes,coaching,b
14,female,public,graduate,4.4,94.0,yes,>60 min,yes,coaching,c
17,male,public,high school,6.7,80.9,yes,>60 min,no,group study,b
19,female,private,no formal,1.0,52.5,yes,15-30 min,yes,textbook,f
19,female,public,phd,3.8,50.8,yes,15-30 min,yes,mixed,e
14,other,public,post graduate,1.3,51.7,yes,<15 min,no,notes,f
16,male,public,no formal,5.1,67.5,yes,>60 min,no,coaching,d
18,other,public,post graduate,5.4,96.5,yes,<15 min,no,online videos,b
15,other,public,post graduate,2.4,88.6,yes,15-30 min,yes,textbook,e
19,female,private,phd,6.1,67.8,yes,15-30 min,no,online videos,c
19,male,private,diploma,5.5,64.8,yes,<15 min,yes,notes,d
14,female,private,phd,7.9,98.1,yes,15-30 min,yes,textbook,a
16,female,public,phd,3.6,83.9,yes,30-60 min,yes,textbook,d
14,male,private,high school,7.9,99.7,yes,>60 min,yes,mixed,a
19,other,private,graduate,6.7,70.2,yes,15-30 min,yes,group study,b
19,male,private,graduate,7.3,70.4,yes,15-30 min,no,notes,c
19,other,private,diploma,2.8,90.3,yes,<15 min,no,notes,d
18,other,public,diploma,1.6,81.9,no,30-60 min,no,coaching,f
18,female,public,graduate,3.7,87.8,yes,>60 min,no,textbook,d
18,other,public,high school,5.8,77.2,yes,>60 min,yes,group study,c
18,other,private,phd,2.6,55.3,yes,>60 min,yes,textbook,f
18,female,private,phd,1.1,60.3,yes,30-60 min,no,online videos,f
15,other,public,diploma,7.9,88.3,yes,30-60 min,yes,online videos,a
18,other,public,high school,3.3,63.7,yes,30-60 min,no,coaching,e
15,female,public,phd,5.6,89.2,yes,30-60 min,no,textbook,c
15,male,private,post graduate,4.3,92.0,yes,30-60 min,yes,online videos,d
17,female,private,phd,2.0,89.8,yes,<15 min,yes,group study,e
16,other,private,high school,2.7,59.0,yes,<15 min,yes,textbook,f
19,other,public,no formal,1.2,84.5,yes,15-30 min,yes,group study,e
17,other,public,no formal,6.7,91.3,yes,<15 min,yes,textbook,c
19,other,public,high school,2.5,51.1,yes,<15 min,yes,textbook,e
19,other,private,phd,7.1,86.1,no,30-60 min,yes,online videos,b
17,female,private,no formal,0.9,79.5,yes,>60 min,yes,group study,f
18,male,private,post graduate,4.4,79.9,yes,15-30 min,no,mixed,d
14,female,private,no formal,7.7,59.6,yes,<15 min,yes,textbook,b
19,male,public,phd,5.3,83.8,yes,15-30 min,yes,online videos,c
16,other,private,post graduate,2.8,84.8,yes,>60 min,yes,notes,d
14,female,public,post graduate,6.1,89.4,yes,15-30 min,yes,online videos,b
16,female,public,phd,3.7,83.0,yes,30-60 min,yes,notes,d
19,female,private,graduate,6.4,89.9,yes,>60 min,yes,online videos,c
19,male,private,post graduate,1.0,85.4,yes,<15 min,yes,online videos,e
19,other,public,no formal,6.0,93.3,yes,30-60 min,yes,group study,b
14,male,public,diploma,5.8,52.3,no,15-30 min,yes,mixed,d
16,male,public,no formal,5.9,61.3,no,30-60 min,no,textbook,c
17,male,public,phd,2.8,69.6,yes,30-60 min,yes,notes,e
14,female,public,phd,6.4,93.3,no,<15 min,no,mixed,c
17,male,private,no formal,7.4,72.8,yes,>60 min,yes,online videos,b
16,other,public,post graduate,5.9,74.9,yes,15-30 min,no,textbook,c
15,female,private,high school,7.6,87.6,yes,<15 min,no,notes,b
17,female,public,graduate,3.0,95.2,yes,15-30 min,yes,notes,c
16,female,public,diploma,1.1,90.5,yes,15-30 min,no,online videos,e
17,other,private,no formal,5.3,98.8,yes,>60 min,no,textbook,c
14,female,private,phd,7.1,85.7,yes,<15 min,yes,group study,b
15,other,public,diploma,6.3,89.1,yes,<15 min,yes,mixed,c
16,female,public,graduate,7.3,81.2,yes,30-60 min,yes,textbook,c
16,male,public,graduate,2.2,97.3,yes,>60 min,no,coaching,e
17,other,private,post graduate,4.0,84.1,no,<15 min,no,textbook,c
16,female,private,graduate,4.9,87.0,no,>60 min,yes,mixed,c
18,male,public,post graduate,0.6,97.7,yes,30-60 min,no,textbook,e
18,other,private,diploma,6.8,68.8,no,15-30 min,yes,textbook,b
16,other,private,diploma,2.6,85.5,yes,<15 min,yes,online videos,e
18,other,public,high school,2.8,86.9,yes,30-60 min,no,online videos,e
19,male,public,high school,5.9,83.7,yes,30-60 min,no,group study,c
